original	corrected	count
sinif	sınıf	1
verdigi	verdiği	1
almiş	almış	1
Haçli	Haçlı	1
baına	bana	1
adi	adı	1
Harekâti	Harekatı	1
safhasinda	safhasında	1
Ortadogu'da	Ortadoğu'da	1
yillari	yılları	1
çöhreti	çohreti	1
Rabig'deki	Rabiğ'deki	1
Irlandali	İrlandalı	1
Chapman'in	Chapman'ın	1
Üniversitevazimatçı	Üniversitevazımatçı	1
dolaşmıti	dolaşmıtı	1
vardi	vardı	1
yürüttügü	yürüttüğü	1
Ayrica	Ayrıca	1
safhalarinda	safhalarında	1
Karkamiş	Karkamış	1
kazilarda	kazılarda	1
topraklarinda	topraklarında	1
aylannda	aylarında	1
doğıı	doğu	1
TÜRKLERIN	TÜRKLERİN	1
Donanmasi	Donanması	1
Maşi	Ması	1
Satra	Satın	1
maksadiyla	maksadıyla	1
cikar	çıkar	1
çalişır	çalışır	1
atiler	atıler	1
KIZILDENIZ	KIZILDENİZ	1
Aralik'ta	Aralık'ta	1
katilir	katılır	1
uçaklarnin	uçaklarnın	1
donanmasinin	donanmasının	1
Sultavi	Sultavı	1
artik	artık	1
açılmıştir	açılmıştır	1
saidiri	saidırı	1
Yenbu'daki	Yenbu'dakı	1
Ingilizler	İngilizler	1
Rabig'e	Rabiğ'e	1
sorunlarin	sorunların	1
ardindan	ardından	1
ardinda	ardında	1
harekâti	harekatı	1
sonlandirarak	sonlandırarak	1
kumandasindaki	kumandasındaki	1
içerdigi	içerdiği	1
oldugunu	olduğunu	1
nuna	Nuri	1
Isyani'nini	İsyanı'nın	1
kararliydi	kararlıydı	1
Izleyen	İzleyen	1
ayrintilarini	ayrıntılarını	1
kisa	kısa	1
sinırlari	sınırları	1
katildi	katıldı	1
imkânsizdir	imkansızdır	1
ragmen	rağmen	1
degerlendirmek	değerlendirmek	1
Abdullah'n	Abdullah'ın	1
hikäyenin	hikâyenin	1
saliveri	salıveri	1
gençligine	gençliğine	1
sahalip	sahalıp	1
tecrübesizligine	tecrübesizliğine	1
vasiflarini	vasıflarını	1
parladigi	parladığı	1
Arnar	Anar	1
giineyinde	güneyinde	1
Mayis	Mayıs	1
davasinin	davasının	1
bakimindan	bakımından	1
Serif	Şerif	1
cikarlar	çıkarlar	1
Deravi	Deravı	1
alinmasin	alınmasın	1
uğratirlar	uğratırlar	1
Hac	Hiç	1
aralarinda	aralarında	1
Şehm	Şehri	1
Osmanls	Osmanlı	1
unsurlarinda	unsurlarında	1
Misir'daki	Mısır'daki	1
karargäha	karargaha	1
gecirildiginin	geçirildiğinin	1
ulatirmak	ulatırmak	1
Sina'y	Sına'y	1
Süvey	Üvey	1
Kanali'ni	Kanalı'nı	1
topyekı1n	topyekun	1
Llman	Uman	1
$ehri	şehri	1
Akabe'nln	Akabe'nin	1
denlz	deniz	1
tarafini	tarafını	1
ulaştilar	ulaştılar	1
çıkti	çıktı	1
yaşandigi	yaşandığı	1
sagla	sağla	1
aşi	asi	1
ulaştiginda	ulaştığında	1
Misir	Mısır	1
olmasi	olması	1
mutani	mutanı	1
sabahi	sabahı	1
alinmasina	alınmasına	1
adli	adlı	1
tirmasigereken	tırmasıgereken	1
Sina'yi	Sına'yı	1
karşılaçtilar	karşılaçtılar	1
çatimalar	çatımalar	1
konulmaktadir	konulmaktadır	1
katilimlarla	katılımlarla	1
aşmişti	aşmıştı	1
ulaşamayacagini	ulaşamayacağını	1
açiklarina	açıklarına	1
AraplarinAkabe'yi	Araplarınakabe'yi	1
çiçegi	çiçeği	1
MSK	MİK	1
hakk1	hakkı	1
Araplarin	Arapların	1
oldugu	olduğu	1
anlaşıldi	anlaşıldı	1
plani	planı	1
kinda	kında	1
hakkindaki	hakkındaki	1
komutaniyla	komutanıyla	1
aktilar	aktılar	1
kalaninın	kalanının	1
hakbir	hakbır	1
patlamamişti	patlamamıştı	1
maglup	mağlup	1
kalmamiş	kalmamış	1
limanini	limanını	1
ettigi	ettiği	1
aşikärdir	aşikardır	1
Isyani'nin	İsyanı'nın	1
isyanin	isyanın	1
cegi	ceği	1
limanin	limanın	1
intibainin	intibaının	1
almasiyla	almasıyla	1
avantajlari	avantajları	1
yardialinışi	yardıalınışı	1
gönderecegini	göndereceğini	1
olduğıı	olduğu	1
doğıısundaki	doğusundaki	1
subaylannın	subaylarının	1
INablııs	Nablus	1
ILERLEYIŞI	İLERLEYİŞİ	1
Isyanr'nin	İsyanr'nın	1
üslenmi	işlerin	1
hattina	hattına	1
planladiğ	planladığ	1
Ordus	Ordu	1
müfrezesl	müfrezesi	1
Dera'nin	Dera'nın	1
icinde	içinde	1
safhasi	safhası	1
Şeyhun	Şeyhin	1
AKDENIZ	AKDENİZ	1
Doma	Don	1
Zeddani	Zeddanı	1
Izra	İzin	1
DÜRZI	DÜRZİ	1
Müzeyrip	Muzeyrip	1
Nasir	Nasır	1
baskinlar	baskınlar	1
hatti	hattı	1
Seria	Şeria	1
Artik	Artık	1
sagladılar	sağladılar	1
hikäye	hikaye	1
dogru	doğru	1
yagarnizonu	yağarnızonu	1
Dera	Den	1
Ingilizlere	İngilizlere	1
Ayn	Aynı	1
unsurlari	unsurları	1
ulaşmişti	ulaşmıştı	1
kadim	kadın	1
adini	adını	1
Araplari	Arapları	1
sihhiye	sıhhiye	1
yarali	yaralı	1
vardiklarinda	vardıklarında	1
katarinda	katarında	1
araciyla	aracıyla	1
Şam'in	Şam'ın	1
alinmasindan	alınmasından	1
şehlrdeki	şehirdeki	1
topraklari	toprakları	1
$ahlt	şahit	1
olacakti	olacaktı	1
HICAZ'DA	HİCAZ'DA	1
yli	yu	1
Faysal'n	Faysal'ın	1
sehirleri	şehirleri	1
Hasimi	Haşimi	1
komutasndaki	komutasındaki	1
Abdullah'in	Abdullah'ın	1
başlamıti	başlamıtı	1
Rabig'deydi	Rabiğ'deydi	1
Paşa'nin	Paşa'nın	1
kalirken	kalırken	1
yanlis	yanlış	1
Ibn	İbn	1
airetinin	üretimin	1
karşit	karşıt	1
karşitiydi	karşıtıydı	1
IBN	İBN	1
REID	REİD	1
Dogu	Doğu	1
HICAZ	HİCAZ	1
Hicaz'in	Hicaz'ın	1
ransiz	ransız	1
açiretinden	acıretinden	1
Arabistan'in	Arabistan'ın	1
ani	anı	1
uzakti	uzaktı	1
Faysal'in	Faysal'ın	1
Fransiz	Fransız	1
telgraflari	telgrafları	1
kaydettigi	kaydettiği	1
Kasim'da	Kasım'da	1
kaldi	kaldı	1
sonralari	sonraları	1
alinan	alınan	1
altunda	altında	1
birakilmışti	bırakılmıştı	1
dogudan	doğudan	1
bageriye	bağeriye	1
kimdan	kımdan	1
çalkantilarin	çalkantıların	1
niteligindeydi	niteliğindeydi	1
baçlarindaki	baclarındakı	1
tatminkär	tatminkar	1
başsagligi	başsağlığı	1
baçariya	bacarıya	1
öldürüldügüçatişma	öldürüldüğüçatışma	1
olmamiçti	olmamıçtı	1
antlaşmasindan	antlaşmasından	1
komuresmi	kömüresmi	1
tanlari	tanları	1
kararlydi	kararlydı	1
yanindan	yanından	1
aşlretillerl	aslretillerl	1
Bari	Biri	1
Konferansi'nda	Konferansı'nda	1
arkasinda	arkasında	1
sağinda	sağında	1
Unlformasi	Üniforması	1
Içlnde	İçinde	1
arkasındakl	arkasındaki	1
kitasinin	kıtasının	1
eskl	eski	1
Nurl	Nuri	1
Sald	Said	1
şahsl	şahsi	1
başbakanliğini	başbakanlığını	1
muhafizlarindan	muhafızlarından	1
azalmiş	azalmış	1
yalniz	yalnız	1
kaldilar	kaldılar	1
yil	yıl	1
Dolayisiyla	Dolayısıyla	1
Ingilizlerce	İngilizlerce	1
agzini	ağzını	1
yanna	yanına	1
SURIYE	SURİYE	1
arasindaki	arasındaki	1
Içten	İçten	1
topraklarin	toprakların	1
Suu	Şu	1
aldiklari	aldıkları	1
baskınlig1	baskınlıg1	1
onlafindan	onlafından	1
kralliginın	krallığının	1
maksatlarina	maksatlarına	1
kiyasiya	kıyasıya	1
kalintisi	kalıntısı	1
paylaşiminda	paylaşımında	1
Haçimiler	Haçımıler	1
koyamadilar	koyamadılar	1
birakildilar	bırakıldılar	1
oglu	oğlu	1
Krali	Kralı	1
Antlaşmasi	Antlaşması	1
uyarinca	uyarınca	1
meyecegi	meyeceği	1
pervasizca	pervasızca	1
aşikârdi	aşikardı	1
Fransizlar	Fransızlar	1
paylaşimlarin	paylaşımların	1
tartişılacagi	tartışılacagı	1
atadilar	atadılar	1
Osmanli'dan	Osmanlı'dan	1
Konferansi'na	Konferansı'na	1
katilmasina	katılmasına	1
raginen	rağmen	1
krali	kralı	1
resml	resmi	1
larin	ların	1
zlyareti	ziyareti	1
olacaktir	olacaktır	1
taninamadi	tanınamadı	1
Churchll'in	Churchll'ın	1
kararlari	kararları	1
mandasina	mandasına	1
karçi	karçı	1
Iddialarinin	İddialarının	1
tanınmayacagini	tanınmayacagını	1
Fransizlarin	Fransızların	1
Bakani	Bakanı	1
yapilan	yapılan	1
kirk	kırk	1
civari	civarı	1
mag	mağ	1
kurk	kürk	1
batisindaki	batısındaki	1
ladi	ladı	1
Irak'in	Irak'ın	1
sifatiyla	sıfatıyla	1
tarafli	taraflı	1
Konferansi'nin	Konferansı'nın	1
kuz	kız	1
Antlaşmasi'nin	Antlaşması'nın	1
kralligi	krallığı	1
kalmişti	kalmıştı	1
maglubiyet	mağlubiyet	1
çıkarildi	çıkarıldı	1
ransi'nin	ransı'nın	1
odaklandigi	odaklandığı	1
mandasi	mandası	1
yaptig1	yaptığı	1
saltanati	saltanatı	1
Isyanin	İsyanın	1
başıni	başını	1
sadik	sadık	1
kalmalari	kalmaları	1
lari	ları	1
teşkilati	teşkilatı	1
meçakkatli	mecakkatlı	1
çalkantilarla	çalkantılarla	1
sarsilmaya	sarsılmaya	1
hâkimiyetindeydi	hakimiyetindeydi	1
Surlye	Suriye	1
Henrl	Henri	1
bakomutani	bakomutanı	1
Kasim	Kasım	1
lrak'in	lrak'ın	1
bakani	bakanı	1
Babasi	Babası	1
kaydiyla	kaydıyla	1
menfa	menfi	1
hayatinı	hayatını	1
namazi	namazı	1
sirasıyla	sırasıyla	1
Aksa	Aksi	1
bulundugu	bulunduğu	1
sirada	sırada	1
politikasınin	politikasının	1
Ortadogu	Ortadoğu	1
nis	niş	1
sayilabilecek	sayılabilecek	1
taşimadi	taşımadı	1
başbaşkomutani	başbaşkomutanı	1
baçbakanligi	bacbakanlıgı	1
rilganligina	rılganlıgına	1
sorunlu	sorumlu	1
sonrasindaki	sonrasındaki	1
FILISTIN	FİLİSTİN	1
alani	alanı	1
yen	yeni	1
yillarda	yıllarda	1
noktasi	noktası	1
Ingiltere'nin	İngiltere'nin	1
aşamanin	aşamanın	1
teminattarafindan	teminattarafından	1
tanidılar	tanıdılar	1
Isyan	İsyan	1
ida	idi	1
topluluklari	toplulukları	1
sira	sıra	1
babasinın	babasının	1
Israil	İsrail	1
edildiginde	edildiğinde	1
uluslararasi	uluslararası	1
attigi	attığı	1
uyguladi	uyguladı	1
rilimler	rılımler	1
istikrarsizlaştirdi	istikrarsızlaştırdı	1
toplumlarinin	toplumlarının	1
malarinin	malarının	1
ugraştiklari	uğraştıkları	1
lamamı	lanan	1
SAM	ŞAM	1
LEAN	LERİ	1
AINS	ANS	1
ÖMAR	ONAR	1
PÊTER	PETER	1
yapimi	yapımı	1
geni	geri	1
çıkmasina	çıkmasına	1
algisinda	algısında	1
SAGDA	SAĞDA	1
kazi	kızı	1
yapiyor	yapıyor	1
korunak	korumak	1
dizl	dizi	1
isyani	isyanı	1
Vadlsl'nde	Vadisi'nde	1
edilmi$	edilmiş	1
birl	biri	1
Eskl	Eski	1
hattinin	hattının	1
Izinl	İzini	1
bazilarinin	bazılarının	1
Projesl	Projesi	1
Istasyonlerindan	İstasyonlerindan	1
baskinlarinin	baskınlarının	1
yukari	yukarı	1
sevdigigeni	sevdiğigeni	1
degişmemi	değişmemi	1
dedigi	dediği	1
pinar	pınar	1
odagi	odası	1
Isyann	İsyanın	1
etrafina	etrafına	1
kanit	kanıt	1
çıkardilar	çıkardılar	1
edecegi	edeceği	1
aliyor	alıyor	1
hakkinda	hakkında	1
ayrintili	ayrıntılı	1
kazilar	kazılar	1
çalişmasinin	çalışmasının	1
malumatimizi	malumatımızı	1
artiracagi	artıracagı	1
umulmaktadir	umulmaktadır	1
karşılig	karşılıg	1
alakali	alakalı	1
birtakim	birtakım	1
vardir	vardır	1
tesplt	tespit	1
birimin	birinin	1
sonrasina	sonrasına	1
Sam	Şam	1
Işaret	İşaret	1
edlyor	ediyor	1
ettl	etti	1
gereklr	gerekir	1
likla	lıkla	1
yaçadigi	yaçadıgı	1
tarzlari	tarzları	1
palaskalari	palaskaları	1
isyani'nda	isyanı'nda	1
Başhiklarina	Bashiklarına	1
Krallik	Krallık	1
Dorset'taki	Dorset'takı	1
Vakfi'nin	Vakfı'nın	1
nternational	International	1
Joumal	Journal	1
İslam'm	İslam'ın	1
isyamn	isyanın	1
