original	corrected	count
imparatorluklarini	imparatorluklarını	1
Osmarılı	Osmanlı	1
yapılınaktadır	yapılmaktadır	1
anlaşınası	anlaşması	1
Yunarılılar	Yunanlılar	1
inanılınaz	inanılmaz	1
Savaşi’nda	Savaşı’nda	1
arasindadır	arasındadır	1
attilar	attılar	1
olmadi	olmadı	1
karşılandi	karşılandı	1
Istanbul’a	İstanbul’a	1
Onlari	Onları	1
Rusya’nun	Rusya’nın	1
adinda	adında	1
çıkinca	çıkınca	1
etrafini	etrafını	1
atildi	atıldı	1
kilici	kılıcı	1
oturumlarinda	oturumlarında	1
batisinın	batısının	1
Isidor	İsidor	1
Haçlilarin	Haçlıların	1
nişarn	Nisan	1
Meydam'nda	Meydanı'nda	1
idarı	idam	1
olınak	olmak	1
adalan	adaları	1
Mehıned	Mehmed	1
iılkeleri	ülkeleri	1
Düğiınü	Duğunu	1
Mehrned	Mehmed	1
