original	corrected	count
Imparatoriuğu	İmparatoriuğu	1
savagtan	savaştan	1
Maur	Nur	1
Iingili	Iıngılı	1
abndaki	abndakı	1
GANAKKALE	ÇANAKKALE	1
Imifak	İmifak	1
IZMIR	İZMİR	1
Eylûl	Eylül	1
icindeydi	içindeydi	1
Yildinm	Yıldınm	1
Savagin	Savaşın	1
Istam	İstan	1
Yilderm	Yılderm	1
hatlannı	hatlarını	1
lstaınbul	lstanbul	1
alınak	almak	1
durumıa	duruma	1
hatlanm	hatların	1
yamna	yanına	1
başlannda	başlarında	1
Fransızlann	Fransızların	1
Ş11pheli	Şüpheli	1
aldıklan	aldıkları	1
KOLEKSIYONLAR	KOLEKSİYONLAR	1
birllklere	biriikiere	1
niganlar	insanlar	1
hepsl	hepsi	1
seferlne	seferine	1
Müzesl	Müzesi	1
yararlilik	yararlılık	1
sancağina	sancağına	1
yilindakl	yılındakl	1
smanli	manlı	1
Imparatorlugu'nun	İmparatorluğu'nun	1
Yarimadanin	Yarımadanın	1
kalerin	kalenin	1
lanmıştir	lanmıştır	1
katilmasindan	katılmasından	1
aşağisinda	aşağısında	1
Kilitbahir'deki	Kilitbahır'deki	1
bağşarşivi	bağşarşıvı	1
Bilindigi	Bilindiği	1
toplanmamiştir	toplanmamıştır	1
pildign	pıldıgn	1
kenarindakt	kenarındakt	1
yaralilari	yaralıları	1
ortalikta	ortalıkta	1
suçlayamazdi	suçlayamazdı	1
sayilarini	sayılarını	1
yaralilardan	yaralılardan	1
hayattaydilar	hayattaydılar	1
Inside	İnside	1
öldügu	olduğu	1
bulabildigi	bulabildiği	1
bulunaın	bulunan	1
yap1	yapı	1
etkis1	etkisi	1
öluler	ölüler	1
askerler1	askerleri	1
Itfalye	İtfaiye	1
sibhiye	şibhiye	1
migfer	miğfer	1
cephes1	cephesi	1
kuvvetler1	kuvvetleri	1
bombas1	bombası	1
esirler1	esirleri	1
tecrübes1	tecrübesi	1
mevziler1	mevzileri	1
Mulazim	Mülazım	1
görünuş	görünüş	1
sehit	şehit	1
çarpis	çarpış	1
kanşim	kanşım	1
Dogan	Doğan	1
Efend1	Efendi	1
techizat	teçhizat	1
iglemleri	işlemleri	1
Komutanlig1	Komutanlığı	1
Yildimm	Yıldımm	1
