# Hand-picked images per note, best first: Note<TAB>File | File | search:terms | -Unwanted file
# People: a close-up portrait, else a picture that includes the person. Events: an iconic picture.
# Factions and institutions: their symbol. Places: the place around 1873-1919, else a generic view.
# Concepts: a related picture. Used by `py tools/wiki_images.py lead` (see the Handbook, section 4.8).
Turkism and Pan-Turkism	search:Türk Yurdu dergisi 1911 | Yeni_Mecmua_(1917)_1._sayfa.png | Yeni_Atilla.jpg | Map_of_Turkic_languages.svg | -Grey_Wolves_Gokturk_Flag.svg | -Action_dedicated_to_the_events_in_Guba_at_the_beginning_of_the_20th_century.jpg
31 March Incident (1909)	Action_Army_marching_on_Makri_Keuy.jpg | Selanik_Army_Enters_Istanbu_1909l.jpg | Tashkishla_1909.jpg
Adana events (1909)	AdanaChristianQuarter.jpg | Adanamass.PNG
Amasya Circular (1919)	Amasya_Genelgesi.pdf
Arab Revolt (1916-1918)	030Arab.jpg | Lcamel.jpg
Armenian deportation (1915)	Column_of_deportees_walking_through_Harput_vilayet_during_the_Armenian_genocide_(cropped).jpg | Marcharmenians.jpg
Armistice of Mudros (1918)	Agamemnon_at_Mudros.jpg | Aspiotis_Moudros_Fleet.jpg
Balkan Wars (1912-1913)	Luleburgaz_Battle_Postcard.jpg | Bulgarian_army_adrinople.jpg | Balkan_troubles1.jpg
British occupation of Egypt (1882)	VOGT(1883)_p245_BOMBARDEMENT_OF_ALEXANDRIA_-_JULY_1882.jpg | VOGT(1883)_p247_BATTLE_OF_TEL-EL-KEBIR_(1882).jpg | Carte_d'Égypte,_pour_suivre_les_opérations_militaires,_éditée_par_"l'Armée_française"_et_"la_Petite_République_française"_-_btv1b8438932f.jpg
Caucasus Front	WW1_TitlePicture_For_Caucasus_Campaign.png | Caucasus_campaign.jpg | Battle_Sarikamis_winter_gear.png
Congress of Berlin (1878)	Congress_of_Berlin,_13_July_1878,_by_Anton_von_Werner.jpg | Bundesarchiv_Bild_146-1998-013-20A,_Berlin,_Reichskanzlei.jpg
Erzurum Congress (1919)	search:Erzurum Kongresi 1919 delegeler | Mustafa_Kemal_Paşa,_Erzurum,_5_Temmuz_1919.png | Erzurum_Kongresi_Beyannamesi.pdf
First Constitutional Era (1876-1878)	Opening_ceremony_of_the_First_Ottoman_Parliament_at_the_Dolmabahce_Palace_in_1876.jpg | Kanun-i_Esasi.jpg | A_Sitting_of_the_New_Turkish_Parliament_at_Constantinople_-_ILN_1877.jpg
First World War	Bataille_de_Verdun_1916.jpg | British_39th_Siege_Battery_RGA_Somme_1916.jpg
Galician Front (1916-1917)	search:Ottoman XV Corps Galicia 1916 | Defenders_NGM-v31-p369-A.jpg | Brusilov_offensive.jpg
Gallipoli Campaign (1915)	HMS_Irresistible_abandoned_18_March_1915.jpg | OttomanBatteryAtGallipoli.jpg | Dardanelles_fleet-2.jpg | G.C._18_March_1915_Gallipoli_Campaign_Article.jpg
German military mission (1913)	Bundesarchiv_Bild_183-H29994,_Liman_von_Sanders_mit_türkischen_Offizieren.jpg | Sanders_4627036226_52c952e0c4_o.jpg | 1909_05_01_Resimli_Kitab_Goltz_Pasaya_Yemek.jpg
Goeben and Breslau (1914)	Battlecruiser_SMS_Goeben_transfered_to_the_Ottoman_Empire_and_renamed_the_Yavuz_1914_(49911053158).jpg
Greco-Turkish War of 1897	Dömeke_Harbi_Zonaro.jpg | Le_petit_journal_1897.jpg
Hamidian massacres and Armenian uprisings (1894-1896)	1895erzurum-victims.jpg | Hamidianmassacres.jpg
Italo-Turkish War (1911-1912)	Mustafa_Kemal_Pasha_on_the_Tripoli_Front_(1911).jpg | Italo-Turkish_war_collage.jpg | Ismail_Enver_Bey_in_Cyrenaica.jpg | Zeplin_orta.jpg
Mesopotamian Front	British_and_Indian_machine_gunners_with_a_Vickers_machine_gun,_Lewis_gun_and_range-finder,_1917.jpg | Kiazim_Karabekir_Bey_at_Kut_in_1916.jpg
Occupation of İzmir (1919)	Greek_army_Smyrne_1919.jpg | Ionia_within_Greece_(1919).svg
Palestine and Sinai Front	Israel_in_World_War_I_-_Ottomans_soldiers_with_machine_gun_H_OP_039.JPG | The_camel_corps_at_Beersheba2.jpg | Turkish_howitzer_10.5cm_leFH_98_09_LOC_00121.jpg
Paris Peace Conference (1919)	Dignitaries_gathering_in_the_Hall_of_Mirrors_at_the_Palace_of_Versailles,_France,_to_sign_the_Treaty_of_Versailles.jpg | Img010GeneralBougrain.jpg | -Ile-de-France_region_location_map.svg
Raid on the Sublime Porte (1913)	1913_Ottoman_coup_d'état.png | Enver_kamil.jpg
Russian Revolution (1917)	19170704_Riot_on_Nevsky_prosp_Petrograd.jpg | After_the_capture_of_the_Winter_Palace_26_October_1917.jpg
Russo-Turkish War of 1877-1878	MixCollage-15-Jan-2024-08-56-PM-4371.jpg | The_defeat_of_Shipka_Peak,_Bulgarian_War_of_Independence.JPG | 1878_Vereshchagin_Schlachtfeld_am_Schipkapass_anagoria.JPG | Grivita_1877.jpg
Sarıkamış Operation (1914-1915)	Тела_турок._Сарыкамыш.jpg | Makinali_Tüfek.jpg | Battle_of_Sarikamis_Enver_Feldmann_inspection_1914.png
Siege of Kut (1916)	Townshend,_Khalil_Pasha_after_Fall_of_Kut.jpg | Kiazim_Karabekir_Bey_at_Kut_in_1916.jpg | Kut1915.jpg | Mesopotamian_campaign_6th_Army_Siege_of_Kut.png | -Iraq_physical_map.svg
Siege of Plevne (1877)	Grivita_1877.jpg | Dmitriev_004.jpg
Sivas Congress (1919)	Bekir_Sami_Mustafa_Kemal.jpg | Sivas_Congress_September_1919.jpg | Mustapha_Kemal_Pasha_&_members_of_his_Nationalist_Committee,_Sivas,_1919.jpg
Suez Canal Campaign (1915)	1st_Herts_Yeomanry_in_the_Suez_Canal_trenches_1915_IWM_Q15566.jpg | Turkish_military_town_of_Hafir_el_Aujah,_the_principal_desert_base,_1916.jpg | Map3CanalAttacks.tif
Sykes-Picot Agreement (1916)	MPK1-426_Sykes_Picot_Agreement_Map_signed_8_May_1916.jpg | 1919_British_map_ahead_of_Paris_Peace_Conference_-_extract_regarding_1915_Constantinople_Agreement.png | François_Georges-Picot_cropped.JPG
Treaty of Brest-Litovsk (1918)	Bundesarchiv_Bild_183-R92623,_Brest-Litowsk,_Waffenstillstandsabkommen.jpg | At_the_Peace_Conference_in_Brest-Litovsk_(arrival_of_the_Russian_delegation).jpg
Treaty of San Stefano (1878)	The_Treaty_of_San_Stefano._Jos_Holdforth._Completed_in_1879.jpg | HouseOfSanStefanoTreaty.jpg | Bulgaristan_-_Ayastefanos_(1878).png
Unionist trials (1919-1920)	Turkish_courts-martial_Courtroom.jpg | Turkish_courts-martial-Memleket-April-8-1919-Courtroom.png
Young Turk Revolution (1908)	Proclamation_of_the_Constitution_of_the_Ottoman_Empire_in_Thessaloniki,_24_July_1908.png | 1908-mesrutiyet.jpg | Declaration_of_the_1908_Revolution_in_Ottoman_Empire.png
Yıldız assassination attempt (1905)	Yildizmahaports.jpg | Bomb_Misses_Sultan.png | Istanbul_-_Abdullah_brothers_-_Viçen_(1820-1902),_Hovsep_(1830-1908),_Kevork_(1839-1918)_pre_1895.jpg
Ahrar Party	Osmanlı_Ahrar_Fırkası_amblem.svg | Nureddin_ferruh.jpg
Armenian revolutionary committees	Armenian_Revolutionary_Federation_Flag.svg | Armenian_Revolutionary_Federation_logo.png
Baghdad Railway	Bagdadbahn_1903.JPG | Baghdad_Railway_LOC_04665u.jpg | CIOB_map.PNG
Committee of Union and Progress	İttihat_ve_Terakki_amblemi.jpg | Jon-turkler-1.jpg
Düyun-u Umumiye	OPDA_duty_stamps.png | IELfrontgate.jpg
Freedom and Accord Party	search:Hürriyet ve İtilaf Fırkası | Damad_Ferid_Pasha_1919.jpg
Hamidiye Regiments	Group_of_Karapapakh_Hamidiyeh_Cavalry.jpg | Serveti_funun-1896-09-17-1_Hamidiye_Alayi.jpg
Hejaz Railway	search:Hejaz Railway medal | Damascus_Hejaz_railway_station_7615.jpg | Hejaz_railway.svg
Hilal-i Ahmer	Hilal-i_Ahmer_Cemiyeti_1877_logo.svg
Macedonian committees	IMRO_badge.svg | Apostol_Petkov_cheta.jpg
Ottoman Bank	search:Banque Impériale Ottomane logo | Ottoman_Banks_Archives_and_Research_Centre.jpg | 7_Meyerbeer.jpg
Ottoman Navy	Naval_standard_of_the_Ottoman_Sultan.svg | Battlecruiser_SMS_Goeben_transfered_to_the_Ottoman_Empire_and_renamed_the_Yavuz_1914_(49911053158).jpg | -Battle_of_Zonchio_1499.jpg | -Battle_of_Preveza_(1538).jpg
Ottoman Parliament	Coat_of_arms_of_the_Ottoman_Empire_(1882–1922).svg | Postcard-from-1908-celebrating-the-new-parliament.png | Delegation_to_Abdul_Hamid_II.jpg
Ottoman War Academy	search:Mekteb-i Harbiye | Enver_Pasha_-_Turkish_Military_Academy,_1901.jpg | Ataturk,_Ottoman_War_Academy,_1901.jpg
Sublime Porte	Sadrazamlik-nisanlari.svg | Bab-i_Ali.jpg
Teşkilat-ı Mahsusa	Emblem_of_the_Special_Organization_of_Ottoman_Empire.svg
Tobacco Régie	search:Tütün Rejisi | 1892_08_18_Serveti_Funun_Osmanli_Bankasi.jpg
Türk Ocağı	search:Türk Ocakları amblem | Türk_Ocakları_Merkez_Binası_Giriş_Tabelası.jpg | Ethnography_Museum_of_Ankara,_1930s_(16230092164).jpg
Young Turks	Greek_lithograph_celebrating_the_Ottoman_Constitution.png | 1st_Young_Turk_Congress,_1902.jpg
Yıldırım Army Group	AtaturkYildirim.jpg | V-Falkenheym&Friends.jpg
Abbas Hilmi Paşa	His_Highness_Abbas_Hilmy_II.png | Abbas_Hilmi_II.JPG
Abdullah Cevdet	Abdullah_Dschewdet.jpg
Abdülhamid II	Sultan_Abdul_Hamid_II_in_1899.jpg | Sultan_Abdul_Hamid_II_of_the_Ottoman_Empire.jpg | Abdülhamid_II_of_Turkey.jpg | -Grivita_1877.jpg
Ahmed Midhat Efendi	Ahmetmithatefendi.jpg | Ahmet_Mithat_Efendi.jpg | -Ahmed_Midhat_Efendi.jpg
Ahmed Rıza	Ahmed_Riza_Bey.jpg | Ahmed_riza2.jpg | Young_Turk_Revolution_-_First_president_of_the_Chamber_of_Deputies.png | -Auguste_Comte(1).jpg
Ahmed Vefik Paşa	Ahmet_vefik2.jpg | Ahmed_Vefik_Paşa.jpg | -Bust_of_Ahmed_Vefik_Pasha.JPG | -Grave_of_Ahmed_Vefik_Paşa.jpg
Ahmed İzzet Paşa	Ahmet_İzzet_Paşa.jpg | Ahmed_İzzet_Pasha,_Ottoman_commander_in_the_Caucasus._Die_Kaukasusfront._Grosser_Bilderatlas_des_Weltkrieges,_Bruckmann.jpg
Alexander Gorchakov	Alexander_Mikhailovich_Gorchakov.jpg | Köler_Gorchakov.jpg | -Gorchakov_by_Pushkin.png
Alexander II of Russia	Zar_Alexander_II_(cropped)_(cropped).jpg | Zar_Alexander_II_(cropped).jpg | -Grand_prince_Alexander_Nikolaevich_(F._Krüger,_1830).jpg | -Grigoriy_Myasoyedov_Reading_of_the_1861_Manifesto_1873.jpg
Andranik	Andranik_Ozanyan.jpg | General_Andranik.jpg | Andranik_Ozanian_1918.jpg
Anna Grosser-Rilke	search:Anna Grosser-Rilke
Aziz Ali el-Mısri	000-Aziz_Ali_al-Misry_Father_of_the_free_officers.jpg | ‘Aziz_‘Ali_al-Misri.png | -Fareq_Aziz_Ali_el-Masry_street.JPG
Bahaeddin Şakir	Bahaeddinsakir.jpg | 1909_10_01_ServetiFunun_Bahaeddin_Sakir.jpg | Bahaeddin_Shakir.png
Benjamin Disraeli	Benjamin_Disraeli,_Earl_of_Beaconsfield_(3x4_cropped).jpg | Benjamin_Disraeli_by_Cornelius_Jabez_Hughes,_1878.jpg
Boghos Nubar	Boghos_Nubar_Pasha_(1906)_-_TIMEA.jpg | -Boghos_Nubar_Pacha_Buste.JPG
Boğazlıyan Kaymakamı Kemal Bey	Mehmed_Kemal_Bey.jpg
Cavid Bey	Mehmed_Cavid_Bey.JPG | Djavid_Bey.png | Maliye-Nazırı-Cavit-Bey.jpg | 1326_08_26_Serveti_Funun.jpg
Cemal Paşa	Djemal_Pasha2.png | Djemal_Pasha.png | Cemâl_Paşa.jpg
Charles S. Ryan	search:Charles Snodgrass Ryan
Charles Townshend	Mesopotamian_campaign_General_Townshend.png | Townshend,_Khalil_Pasha_after_Fall_of_Kut_B.jpg | Charles_Townshend_Mesopotamia.webp
Colmar von der Goltz	Goltz-portrait.jpg | Colmar_von_der_Goltz.JPG
Doktor Nazım	search:Doktor Nazım Bey İttihat | -2_20240425_133134_Mehmet_Nazim.jpg | -(Mehmet)_Nâzım_Bey.JPG
Ebüzziya Tevfik	EbuzziyaTevfik.jpg
Edmund Allenby	Edmund_Allenby.jpg | Sir_Edmund_Allenby.jpg | Ed-Allenby.jpg
Edward Grey	Edward_Grey_1914.jpg | Portrait_of_Edward_Grey,_1st_Viscount_Grey_of_Fallodon.jpg
Emmanuel Karasu	Emmanuel_Carasso-1.jpg
Enver Paşa	Enver_Pasha_1911.jpg | Ismail_Enver.jpg | ENPER_PASHA_WARMINISTER.jpg
Erich Ludendorff	Erich_Ludendorff_1924_Portrait_(3x4_cropped)(2)(b).jpg | Bundesarchiv_Bild_183-2005-0828-525_Erich_Ludendorff_(cropped)(b).jpg
Erich von Falkenhayn	Erich_von_Falkenhayn-retouched_(cropped)(2).jpg
Esat Paşa	Mehmed_Esad_Pasha.jpg | Mehmed_Esad_Pasha_(Bülkat).jpg | Mehmed_Esad_Pasha_and_his_men.jpg | Ioannina_liberation_1913.JPG
Fahreddin Paşa	Ömer_Fahreddin_Paşa.jpg | Korgeneral_Ömer_Fahreddin_Türkkan_(1935~1936).jpg | Fahrettin_Paşa_bayramlaşıyor.jpg
Faik Tonguç	search:Faik Tonguç
Gazi Ahmed Muhtar Paşa	Al1-5235-6C52-7E70.jpg | Ahmed_Muhtar_Pasha.jpg | Gazi-ahmed-muhtar-pasa-1.jpg
Gazi Osman Paşa	Osman_nuripasa.jpg | GhaziOsmanPasha.jpg | -Gazi_Osman_Paşa_Heykeli.JPG
Gertrude Bell	Gertrude_Bell_circa_1910.png | BellK_218_Gertrude_Bell_in_Iraq_in_1909_age_41.jpg
Giovanni Giolitti	Giolitti2.jpg | Portrait_of_Giovanni_Giolitti,_1920.jpg | Giovanni_Giolitti_1905.jpg
Guido von Usedom	Admiral_v_Usedom.jpg | Kaiser_Wilhelm_II_in_Gallipoli.jpg
Gustav von Hochwächter	search:Gustav von Hochwächter
Hafız Hakkı Paşa	Hafiz_Hakki_Pasha.jpg | Enver_Pasha_-_Turkish_Military_Academy,_1901.jpg
Halil Kut	Halil_Kut.png | Halil_Pasha.jpg | Townshend,_Khalil_Pasha_after_Fall_of_Kut_B.jpg
Halil Menteşe	Halil_Mentese.jpg | 1336_12_20_Serveti_Funun_Halil_Bey.jpg | CUP_leaders_with_Naum_Tyufekchiev,_1915.jpg
Hans von Wangenheim	Hans_von_Wangenheim.jpg
Hayreddin Paşa	Hayreddin_pasa.jpg | Kheireddine_Pacha_high.JPG | -20_TND_obverse.jpg
Henry McMahon	Henry_McMahon.jpeg
Henry Morgenthau	Henry_Morgenthau_crop.jpg | Henry_Morgenthau.jpg
Hobart Paşa	Hobartpasa.jpg | Augustus_Charles_Hobart-Hampden_-_Project_Gutenberg_eText_16296.jpg
Hüseyin Cahit	Huseyin_cahid.jpg | Serveti_funun-1914-04-16-1_Huseyin_Cahit.jpg | Huseyincihatbey.jpg | -Family_graveyard_of_Hüseyin_Cahit_Yalçın.jpg
Hüseyin Hilmi Paşa	Hussein_Hilmi_Pacha.JPG | Hussein_Hilmi_Pasha,_Inspector-General_of_Macedonia,_1903-1908.jpg
Kaiser Wilhelm II	Kaiser_Wilhelm_II_of_Germany_-_1902_(3x4_cropped).jpg | Kaiser_Wilhelm_II_of_Germany.jpg
Kamil Paşa	Kamil_Pasha.png | Mehmed_Kamil_Pasha.jpg
Kara Kemal	Kara_Kemal_Bey.JPG
King Ferdinand of Bulgaria	KingFerdinand_I_Portrait.jpg | Zar_Ferdinand_Bulgarien.jpg | -5_leva_Ferdinand_I_-_1894.png
Kress von Kressenstein	Kress_von_Kressenstein_1916.jpg | Kress_von_Kressenstein_1916_colorized.png
Küçük Said Paşa	Kütschük_Said_Pascha.png | Mehmet_saitpasa.jpg | 1909_05_10_Sait_Pasa_Ayastefanos_Yat_Kulubu_Onunde.jpg
Leon Trotsky	Leon_Trotsky_1918_(3x4_rotated_cropped_b).jpg | Лев_Давидович_Троцкий.jpg | Demyan_Bedny_and_Leon_Trotsky.jpg
Liman von Sanders	Otto_Liman_Von_Sanders.jpg | Bundesarchiv_Bild_183-R02991,_Otto_Liman_von_Sanders.jpg | Bundesarchiv_Bild_183-2007-0917-501,_Otto_Liman_von_Sanders.jpg | Bundesarchiv_Bild_183-H29994,_Liman_von_Sanders_mit_türkischen_Offizieren.jpg
Lord Kitchener	Herbert_Kitchener_1914.jpg | Horatio_Herbert_Kitchener,_1st_Earl_Kitchener_of_Khartoum,_1901.jpg | -Kitchener_&_family.jpg
Lord Salisbury	Robert-Gascoyne-Cecil-3rd-Marquess-of-Salisbury_(cropped).jpg | Robert_Cecil,_Vanity_Fair,_1869-07-10.jpg | -14th_Earl_of_Derby.jpg
Mahmud Şevket Paşa	Mahmut_Schevket_Pascha.jpg | Shevket_Pasha.jpg | Mahmud_Şevket_(military_uniform,_full-sized_portrait_photograph).jpg
Mark Sykes	Mark_Sykes00.jpg | Mark_Sykes,_Vanity_Fair,_1912-06-26.jpg | -030Arab.jpg | -Arms_of_Sykes_baronet,_of_Sledmere.svg
Mehmed Akif	Mehmet_akif.jpg | Mehmet_Âkif_Ersoy.png | -Funeral_of_Mehmet_Akif_Ersoy.jpg | -100_TL_reverse.jpg
Mehmed V Reşad	Sultan_Mehmed_V_of_the_Ottoman_Empire.jpg | MehmedV.jpg | Sultan_Muhammed_Chan_V.,_Kaiser_der_Osmanen_1915_C._Pietzner.jpg | Mehemed_Rechad_Empereur_des_Ottomans_14.27._Avril_1909.jpg
Mehmed VI Vahdettin	Sultan_Mehmed_VI_of_the_Ottoman_Empire.jpg | Sébah_&_Joaillier_-_Sultan_Mehmed_VI.jpg | 1909_10_Resimli_Kitab_Vahdettin.jpg | Former_Ottoman_Sultan_Mehmed_VI_arrives_in_Malta_on_a_British_warship._9_Dec_1922.jpg
Mehmet Şevki Yazman	search:Mehmet Şevki Yazman
Midhat Paşa	Nadar_-_Portrait_of_Midhat_Pasha.jpg | Midhat_pasha.jpg | Midhat_Paşa_1877-1.1R_V01-1.1_cleaned.jpg
Mikhail Skobelev	Skobelev,_Michel,_par_Serge_Levitsky,_BNF_Gallica.jpg | General_Skobelev_(Dimitriev-Orenburgsky).jpg | -1878_Vereshchagin_Schlachtfeld_am_Schipkapass_anagoria.JPG
Mizancı Murad	Mizanci_murat2.jpg
Murad V	Portrait_of_Murad_V.jpg | Sultan_Murad_V_Khan_1867-1.2R_V02-1.1.jpg | 1840_1904_5murat.jpg | -Ali_Suavi-2.jpg | -Istanbul_Çırağan_Palace_(239841121).jpeg
Mustafa Kemal Atatürk	Mustafa_Kemal_Ataturk_1919_Sivas_Congress_(cropped).jpg | Marshal_Mustafa_Kemal_Pasha.jpg | Ataturk1930s.jpg | -Atatürk'ün_993_814_seri_numaralı_nüfus_cüzdanı.jpg
Naciye Sultan	Naciye_Sultan.jpg | Naciye_Sultan_ve_Enver_Paşa'nın_düğünü(1).jpg
Namık Kemal	Namık_Kemal_1878-1.1R_V01-1.2.jpg | Namık_Kemal-2.jpg | Namik_kemal2.jpg
Nazım Paşa	Nazim_Pascha.png | Nazim_pasha.jpg | Salih_Pasha,_Nazim_Pasha.jpg | 1326_04_22_Serveti_Funun_Nazim_Pasa_Bagdat_Valisi.jpg
Nicholas II of Russia	Nicholas_II_by_Boissonnas_&_Eggler_c1909.jpg | Mikola_II_(cropped)-2.jpg
Nikolay Ignatiev	Count_Nikolay_Ignatiev.jpg | General_Nikolay_Ignatev.jpg | -Graf_Ignatiev_2009_godina.jpg | -Ignatiev.jpg
Nuri Conker	Nuri_Conker_(1935).jpg | Nuri_Bey_Conker.jpg | Nuri_Bey_and_Gazi_Mustafa_Kemal_in_Istanbul_in_1931.jpg | -20240425_133039_Mehmet_Nuri_Conker.jpg
Nuri Killigil	Nuri_Paşa_(Killigil).jpg | Nuri_Paşa.jpg | Enver_Bey,_Hacı_Ahmet_Pasha,_Nuri_Bey_1909.jpg
Osman Hamdi Bey	Osman_Hamdi_Bey.jpg | Osman_Hamdi_Bey_01.jpg | Osman_hamdi_genclik.jpg | -Eşi_Naile_Hanım_-_Osman_Hamdi.jpg
Otto von Bismarck	Bundesarchiv_Bild_146-2005-0057,_Otto_von_Bismarck.jpg | Otto_von_Bismarck_portrait_1873.jpg
Paul von Hindenburg	Paul_von_Hindenburg_(1914)_von_Nicola_Perscheid_(cropped).jpg | Bundesarchiv_Bild_183-C06886,_Paul_v._Hindenburg_(cropped)(2).jpg
Prens Sabahaddin	Sabâhaddin3.jpg | 1946_Prince_Sabahaddin.jpg | Lutfullah_sabahattin.jpg
Rahmi Bey	Rahmi_Arslan.jpg | Selanik_mebusu_Rahmi_Bey.jpg | -Grave_of_Rahmi_Bey_(1873-1947)_(2).jpg
Resneli Niyazi	Resneli_Niyazi_Bey.jpg | Ahmedniyazibey.jpg | Ahmed_Niyazi_Bey.jpg
Said Halim Paşa	Großwezir_Prinz_Said_Halim_Pascha_1915_C._Pietzner.png | Said_Halim.jpg | Saidhalim-1.JPG | -Grave_of_Sadrazam_Said_Halim_Paşa.jpg
Samuel S. Cox	SSCox.jpg | Samuel_S._Cox_35th_Congress_1859.jpg | Coxturkey.jpg | -(King1893NYC)_pg184_COX_STATUE,_IN_ASTOR_PLACE.jpg
Sergey Sazonov	Sergei_Dmitrievich_Sazonov_(cropped).jpg | Sergey_Sazonov.jpg
Süleyman Hüsnü Paşa	Suleymanpasa.jpg | Suleyman_Husnu.jpg
T. E. Lawrence	Te_lawrence.jpg | Lcamel.jpg | -2_Polstead_Road,_Oxford_-_geograph.org.uk_-_1984429.jpg
Talat Paşa	Talat_Pasha.jpg | Mehmed_Talat_Pasha.jpg | CUP_leaders_with_Naum_Tyufekchiev,_1915.jpg | 17-member_Unionists_parliamentary_delegation_to_Westminster_in_1909.jpg
Tekin Alp	Munis_tekinalp.jpg
Tevfik Fikret	Tevfik_Fikret.jpg | Tevfikfikret.jpg | 1920_08_26_Serveti_Funun_Tevfik_Fikret.jpg
Tevfik Paşa	Tevfik_pasha.jpg | Ahmed_Tevfik_Pasha.jpg | -Gravestone_of_Ahmed_Tevfik_Pasha.jpg
Vehip Paşa	Mehmet_vehip.jpg | Salim-Vehib-Husrev.jpg
Wilhelm Souchon	Vonsouchonadmiral.jpg | Wilhelm_Anton_Souchon.jpeg | Wilhelm_Anton_Souchon,_1917.jpg
William Gladstone	William_Ewart_Gladstone,_1892_(cropped).jpg | William_Ewart_Gladstone_CDV_1861_for_infobox.jpg | Gladstone's_Cabinet_of_1868_by_Lowes_Cato_Dickinson.jpg
Winston Churchill	Sir_Winston_Churchill_-_19086236948_(restored).jpg | Winston_Churchill_C3519635.jpg | ChurchillGeorge0001.jpg | -Jennie_Churchill_with_her_sons.jpg
Yakup Cemil	Yakubcemill.png | 1934_11_01_Halkin_Sesi_Yakub_Cemil.jpg
Yusuf Akçura	Yusuf_akcura.jpg | Yusuf_akcuraa.jpg | Yusuf_akcura_scan.jpg | -Grave_of_Yusuf_Akçura_2.jpg | -Grave_of_Yusuf_Akçura_5.jpg
Ziya Gökalp	Ziya_Gökalp-1.jpg | Ziya_Gykalp_Malta_1920_1921.jpg
Zübeyde Hanım	Atatürk'ün_annesi_Zübeyde_Hanım.jpg | Zübeyde_Hanım.jpg
İbrahim Sorguç	search:İbrahim Sorguç
Şehzade Yusuf İzzeddin	1908_10_01_Resimli_Kitab_Yusuf_Izzeddin_Efendi.jpg | Z.K.H._Prins_Yusuf_Izzedidin_van_Turkije_1857-1916.jpg | Şehzade_Yusuf_Izzeddin.jpg
Şemsi Paşa	search:Şemsi Paşa 1908 | -Şemsi_Ahmed_Paşa_(cropped).jpg
Şerif Hüseyin	Sharif_Husayn.jpg | Hussein_bin_Ali,_Sharif_of_Mecca.jpg | -Carriage_of_Hussein_bin_Ali_-_1890.jpg
Adana	Bundesarchiv_Bild_137-012595,_Kleinasien-Adana,_Bahnhof.jpg | Adana_Roman_Bridge_(Taşköprü),_Turkey_(36694356272).jpg
Anadolu	search:Asia Minor 1900 photograph village | search:Anatolia map 1900
Arnavutluk	search:Shkodër 1900 photograph | search:Albania 1910 photograph | -Location_Albania_Europe.png
Atina	search:Athens 1890 photograph Acropolis | Athens_Acropolis_at_Daybreak.jpg
Bakü	search:Baku oil fields 1900 | Baku_Montage.jpg
Basra	search:Basra 1914 photograph | شناشيل_البصرة_القديمة.jpg | Basra_city.jpg
Batum	search:Batum 1900 photograph | Batumi_Port.jpg
Bağdat	search:Baghdad 1914 photograph | Bab_al-Wastani_northern_gate.jpg
Belgrad	search:Belgrade 1900 photograph | Belgrad2006parlament.jpg
Berlin	search:Berlin Unter den Linden 1900 | Berlin_-_0266_-_16052015_-_Brandenburger_Tor.jpg
Beyoğlu and Galata	search:Galata Bridge photochrom | Occupation_of_Constantinople_3.jpg | Istanbul_asv2020-02_img46_Galata_Bridge_and_Tower.jpg
